Province_State,Admin2,UID,iso2,iso3,code3,Lat,Long_,Total_confirmed_cases_2020,Total_confirmed_cases_2021,Total_confirmed_cases_2022,Total_confirmed_cases_2023
Alabama,Autauga,84001001,US,USA,840,32.53952745,-86.64408227,4190,11018,18961,19790
Alabama,Baldwin,84001003,US,USA,840,30.72774991,-87.72207058,13601,39911,67496,69860
Alabama,Barbour,84001005,US,USA,840,31.868263,-85.3871286,1514,3860,7027,7485
Alabama,Bibb,84001007,US,USA,840,32.99642064,-87.12511459999996,1834,4533,7692,8091
Alabama,Blount,84001009,US,USA,840,33.98210918,-86.56790593,4641,11256,17731,18704
Alabama,Bullock,84001011,US,USA,840,32.10030533,-85.71265535,859,1676,2886,3030
Alabama,Butler,84001013,US,USA,840,31.75300095,-86.68057478,1508,3613,6185,6551
Alabama,Calhoun,84001015,US,USA,840,33.77483727,-85.82630386,9494,23411,39458,41421
Alabama,Chambers,84001017,US,USA,840,32.91360079,-85.39072749,2341,6171,10311,10859
Alabama,Cherokee,84001019,US,USA,840,34.17805983,-85.60638968,1414,3385,6456,6755
Alabama,Chilton,84001021,US,USA,840,32.85044126,-86.7173256,2970,7424,12596,13009
Alabama,Choctaw,84001023,US,USA,840,32.02227341,-88.26564429999998,490,1026,2204,2259
Alabama,Clarke,84001025,US,USA,840,31.68099859,-87.83548597,2390,4944,8184,8553
Alabama,Clay,84001027,US,USA,840,33.26984193,-85.85836077,1141,2658,4941,5162
Alabama,Cleburne,84001029,US,USA,840,33.67679204,-85.52005899,1026,2649,4222,4428
Alabama,Coffee,84001031,US,USA,840,31.39932826,-85.98901039,3594,9782,16328,17185
Alabama,Colbert,84001033,US,USA,840,34.69847452,-87.80168544,4660,9822,20165,21291
Alabama,Conecuh,84001035,US,USA,840,31.43401703,-86.99320044,837,1983,3410,3604
Alabama,Coosa,84001037,US,USA,840,32.93690146,-86.24847739,517,1948,3643,3776
Alabama,Covington,84001039,US,USA,840,31.2477854,-86.45050893,2913,7139,11250,11804
Alabama,Crenshaw,84001041,US,USA,840,31.72941803,-86.31593104,954,2736,4516,4738
Alabama,Cullman,84001043,US,USA,840,34.13020303,-86.86888037,7079,16977,30119,31520
Alabama,Dale,84001045,US,USA,840,31.43037123,-85.61095742,3325,9393,15789,16507
Alabama,Dallas,84001047,US,USA,840,32.32688101,-87.10866709999998,2769,5561,10357,11031
Alabama,DeKalb,84001049,US,USA,840,34.45946862,-85.80782906,6900,13538,21738,22522
Alabama,Elmore,84001051,US,USA,840,32.59785413,-86.14415284,6435,16730,28545,29837
Alabama,Escambia,84001053,US,USA,840,31.1256789,-87.15918694,2661,7263,11863,12367
Alabama,Etowah,84001055,US,USA,840,34.04567266,-86.04051873,10031,20687,33129,34229
Alabama,Fayette,84001057,US,USA,840,33.72076938,-87.73886638,1430,3417,5694,5887
Alabama,Franklin,84001059,US,USA,840,34.44235334,-87.84289505,3270,6561,11566,12033
Alabama,Geneva,84001061,US,USA,840,31.09389027,-85.83572839,1677,4760,7591,7969
Alabama,Greene,84001063,US,USA,840,32.85504247,-87.95684022,672,1367,2194,2309
Alabama,Hale,84001065,US,USA,840,32.76039258,-87.63284988,1440,3309,5523,5728
Alabama,Henry,84001067,US,USA,840,31.51148016,-85.24267944,1247,3321,5574,5866
Alabama,Houston,84001069,US,USA,840,31.15197924,-85.29939599,7279,18474,31004,32660
Alabama,Jackson,84001071,US,USA,840,34.78144169,-85.99750489,5097,10637,17525,18379
Alabama,Jefferson,84001073,US,USA,840,33.55554728,-86.89506300000002,52339,126583,225876,238727
Alabama,Lamar,84001075,US,USA,840,33.77995024,-88.09668032,1056,2613,4572,4737
Alabama,Lauderdale,84001077,US,USA,840,34.90171875,-87.65624729,6478,15863,29121,30406
Alabama,Lawrence,84001079,US,USA,840,34.52041498,-87.31069453,2044,5071,9102,9389
Alabama,Lee,84001081,US,USA,840,32.60154883,-85.35132246,10320,26975,45351,47646
Alabama,Limestone,84001083,US,USA,840,34.81185586,-86.98310072,6822,17088,30685,32150
Alabama,Lowndes,84001085,US,USA,840,32.1597283,-86.65158371,945,1876,3148,3370
Alabama,Macon,84001087,US,USA,840,32.38759944,-85.69267724,999,2614,4941,5293
Alabama,Madison,84001089,US,USA,840,34.76327133,-86.55069633,22197,57750,111206,116086
Alabama,Marengo,84001091,US,USA,840,32.24767634,-87.78796182,1793,3509,5895,6093
Alabama,Marion,84001093,US,USA,840,34.13697363,-87.88704173,2087,5560,9689,10113
Alabama,Marshall,84001095,US,USA,840,34.36975964,-86.30486727,9189,19507,31626,32967
Alabama,Mobile,84001097,US,USA,840,30.78472347,-88.20842409,25858,78903,130646,134986
Alabama,Monroe,84001099,US,USA,840,31.56729412,-87.36995001,1215,3538,6355,6742
Alabama,Montgomery,84001101,US,USA,840,32.2206831,-86.20969272,16116,37879,69442,73840
Alabama,Morgan,84001103,US,USA,840,34.45500589,-86.85475946,10627,23831,44434,46540
Alabama,Out of AL,84080001,US,USA,840,0.0,0.0,0,0,0,0
Alabama,Perry,84001105,US,USA,840,32.64048341,-87.29770589,867,1457,2563,2673
Alabama,Pickens,84001107,US,USA,840,33.28094866,-88.08818103,1734,3467,6122,6339
Alabama,Pike,84001109,US,USA,840,31.80396383,-85.9408295,2023,5433,8902,9264
Alabama,Randolph,84001111,US,USA,840,33.29526734,-85.45708831,1245,3616,6161,6527
Alabama,Russell,84001113,US,USA,840,32.28725256,-85.18415324,2793,7466,12377,13030
Alabama,Shelby,84001117,US,USA,840,33.26879845,-86.66232561,15668,41228,73695,78112
Alabama,St. Clair,84001115,US,USA,840,33.71902176,-86.31029372,6467,17891,31345,33302
