Province_State,Admin2,UID,iso2,iso3,code3,FIPS,Country_Region,Lat,Long_,Combined_Key,Population,Total_deaths_2020-01,Total_deaths_2020-02,Total_deaths_2020-03,Total_deaths_2020-04,Total_deaths_2020-05,Total_deaths_2020-06,Total_deaths_2020-07,Total_deaths_2020-08,Total_deaths_2020-09,Total_deaths_2020-10,Total_deaths_2020-11,Total_deaths_2020-12,Total_deaths_2021-01,Total_deaths_2021-02,Total_deaths_2021-03,Total_deaths_2021-04,Total_deaths_2021-05,Total_deaths_2021-06,Total_deaths_2021-07,Total_deaths_2021-08,Total_deaths_2021-09,Total_deaths_2021-10,Total_deaths_2021-11,Total_deaths_2021-12,Total_deaths_2022-01,Total_deaths_2022-02,Total_deaths_2022-03,Total_deaths_2022-04,Total_deaths_2022-05,Total_deaths_2022-06,Total_deaths_2022-07,Total_deaths_2022-08,Total_deaths_2022-09,Total_deaths_2022-10,Total_deaths_2022-11,Total_deaths_2022-12,Total_deaths_2023-01,Total_deaths_2023-02,Total_deaths_2023-03
Alabama,Autauga,84001001,US,USA,840,1001.0,US,32.53952745,-86.64408227,"Autauga, Alabama, US",55869,0,0,0,43,107,213,520,668,718,893,1072,1355,1773,2286,2965,3129,3366,3381,3508,3563,3775,4510,4614,4915,5043,5012,6408,6420,6696,6502,6766,6869,6775,7063,6869,7130,7130,6440,2088
Alabama,Baldwin,84001003,US,USA,840,1003.0,US,30.72774991,-87.72207058,"Baldwin, Alabama, US",223234,0,0,3,58,220,270,409,898,1365,1996,2550,4502,5769,7002,9122,9062,9578,9394,9957,10869,13172,16693,17418,18331,18723,17619,20579,20345,21111,20490,21215,21451,21143,22155,21480,22243,22352,20258,6536
Alabama,Barbour,84001005,US,USA,840,1005.0,US,31.868263,-85.3871286,"Barbour, Alabama, US",24686,0,0,0,2,31,30,92,189,210,265,285,931,1124,1322,1637,1659,1770,1778,1868,1983,2021,2303,2370,2502,2568,2493,2942,2935,3045,2970,3090,3128,3041,3193,3090,3193,3193,2884,927
Alabama,Bibb,84001007,US,USA,840,1007.0,US,32.99642064,-87.12511459999996,"Bibb, Alabama, US",22394,0,0,0,0,24,30,49,153,241,393,498,1244,1490,1569,1806,1798,1978,1920,2009,2104,2308,2650,2772,2943,2948,2731,3101,3073,3244,3150,3255,3255,3196,3343,3240,3348,3362,3052,981
Alabama,Blount,84001009,US,USA,840,1009.0,US,33.98210918,-86.56790593,"Blount, Alabama, US",57826,0,0,0,0,15,30,37,166,397,639,981,1590,2510,3308,4008,4007,4273,4170,4309,4378,4498,5336,5634,6038,6277,5974,7070,7224,7534,7343,7647,7762,7663,7998,7741,8054,8081,7308,2349
Alabama,Bullock,84001011,US,USA,840,1011.0,US,32.10030533,-85.71265535,"Bullock, Alabama, US",10101,0,0,0,0,44,246,317,371,406,509,551,619,832,893,1185,1200,1288,1260,1302,1277,1265,1363,1334,1417,1430,1368,1586,1604,1674,1620,1674,1674,1620,1674,1620,1674,1674,1512,486
Alabama,Butler,84001013,US,USA,840,1013.0,US,31.75300095,-86.68057478,"Butler, Alabama, US",19448,0,0,0,5,255,729,964,1109,1132,1245,1232,1358,1709,1776,2046,2018,2154,2130,2210,2243,2449,2920,2976,3152,3216,3163,3868,3865,3999,3870,3999,3999,3870,4018,3900,4030,4037,3689,1188
Alabama,Calhoun,84001015,US,USA,840,1015.0,US,33.77483727,-85.82630386,"Calhoun, Alabama, US",113605,0,0,0,39,93,113,178,607,1083,1685,2686,4217,5986,7351,9280,9330,9863,9796,10269,10619,11324,14409,15380,16262,16727,16017,18727,18678,19439,18883,19723,19827,19484,20400,19812,20542,20790,18879,6106
Alabama,Chambers,84001017,US,USA,840,1017.0,US,32.91360079,-85.39072749,"Chambers, Alabama, US",33254,0,0,10,344,692,792,986,1182,1227,1350,1448,1780,2119,2607,3511,3636,3813,3713,3840,3895,3898,4357,4298,4473,4561,4192,4901,4848,5022,4861,5093,5115,5021,5239,5070,5264,5270,4760,1548
Alabama,Cherokee,84001019,US,USA,840,1019.0,US,34.17805983,-85.60638968,"Cherokee, Alabama, US",26196,0,0,0,0,23,154,217,261,384,423,559,728,883,1032,1287,1322,1395,1350,1450,1508,1523,1807,1864,1991,2068,2069,2553,2567,2666,2580,2684,2697,2610,2697,2610,2733,2759,2492,801
Alabama,Chilton,84001021,US,USA,840,1021.0,US,32.85044126,-86.7173256,"Chilton, Alabama, US",44428,0,0,0,9,31,55,95,260,617,960,1077,1491,2012,2499,3280,3293,3506,3471,3606,3660,3942,4845,5045,5326,5486,5187,6099,6141,6417,6235,6541,6572,6390,6629,6420,6677,6696,6076,1964
Alabama,Choctaw,84001023,US,USA,840,1023.0,US,32.02227341,-88.26564429999998,"Choctaw, Alabama, US",12589,0,0,0,0,89,332,372,372,360,372,371,634,720,649,726,720,754,750,775,775,765,837,831,904,954,937,1102,1080,1132,1110,1147,1147,1126,1178,1161,1209,1209,1092,351
Alabama,Clarke,84001025,US,USA,840,1025.0,US,31.68099859,-87.83548597,"Clarke, Alabama, US",23622,0,0,0,10,49,104,218,316,447,508,551,729,985,1254,1723,1799,1887,1830,1917,1994,2160,2536,2570,2688,2754,2626,3030,2988,3128,3030,3138,3211,3145,3286,3180,3311,3317,2996,963
Alabama,Clay,84001027,US,USA,840,1027.0,US,33.26984193,-85.85836077,"Clay, Alabama, US",13235,0,0,0,5,49,60,77,165,206,332,517,915,1304,1476,1674,1649,1756,1758,1829,1844,1852,2083,2079,2139,2178,2055,2473,2441,2542,2460,2567,2594,2616,2790,2700,2790,2818,2576,837
Alabama,Cleburne,84001029,US,USA,840,1029.0,US,33.67679204,-85.52005899,"Cleburne, Alabama, US",14910,0,0,0,12,31,30,31,67,164,215,358,463,675,961,1269,1230,1283,1306,1360,1407,1435,1785,1800,1860,1907,1828,2125,2070,2139,2070,2139,2139,2102,2201,2130,2201,2201,1988,641
Alabama,Coffee,84001031,US,USA,840,1031.0,US,31.39932826,-85.98901039,"Coffee, Alabama, US",52342,0,0,0,5,20,31,119,168,182,251,400,888,1673,2492,3271,3389,3678,3775,4039,4279,4752,5826,5767,5996,6210,6000,7069,6930,7161,6974,7313,7344,7216,7490,7281,7533,7540,6839,2205
Alabama,Colbert,84001033,US,USA,840,1033.0,US,34.69847452,-87.80168544,"Colbert, Alabama, US",55241,0,0,0,31,62,132,248,528,720,882,1124,1666,2348,3192,3831,3921,4192,4184,4370,4503,5001,6127,6196,6578,6721,6371,7709,7787,8096,7860,8154,8233,8014,8365,8138,8505,8546,7728,2511
Alabama,Conecuh,84001035,US,USA,840,1035.0,US,31.43401703,-86.99320044,"Conecuh, Alabama, US",12067,0,0,0,0,11,48,253,322,330,389,410,483,610,646,770,832,905,900,932,1036,1191,1602,1823,1922,1938,1783,2132,2127,2170,2100,2177,2222,2169,2263,2206,2325,2339,2128,684
Alabama,Coosa,84001037,US,USA,840,1037.0,US,32.93690146,-86.24847739,"Coosa, Alabama, US",10663,0,0,0,17,31,30,40,84,90,93,104,161,409,619,743,816,880,870,899,929,960,1183,1331,1485,1506,1494,1758,1740,1798,1741,1829,1829,1832,1922,1860,1922,1957,1792,576
Alabama,Covington,84001039,US,USA,840,1039.0,US,31.2477854,-86.45050893,"Covington, Alabama, US",37049,0,0,0,8,31,54,426,663,781,892,968,1164,1954,2731,3368,3428,3664,3645,3869,4087,4711,5522,5747,6135,6282,5954,6937,6903,7192,6985,7292,7515,7407,7755,7602,7917,7957,7203,2342
Alabama,Crenshaw,84001041,US,USA,840,1041.0,US,31.72941803,-86.31593104,"Crenshaw, Alabama, US",13772,0,0,0,0,38,90,93,327,923,930,900,1021,1289,1424,1727,1710,1767,1710,1775,1830,1940,2308,2267,2438,2487,2400,2966,2956,3089,3005,3162,3162,3108,3300,3231,3348,3362,3066,990
Alabama,Cullman,84001043,US,USA,840,1043.0,US,34.13020303,-86.86888037,"Cullman, Alabama, US",83768,0,0,0,18,0,46,205,366,502,696,962,1938,3192,4744,5710,5677,6041,6008,6294,6573,7081,8926,9003,9520,9825,9394,11120,10948,11372,11028,11464,11543,11332,11854,11551,12062,12212,11060,3568
Alabama,Dale,84001045,US,USA,840,1045.0,US,31.43037123,-85.61095742,"Dale, Alabama, US",49172,0,0,0,0,0,0,182,914,1272,1532,1618,1845,2386,2912,3353,3307,3487,3452,3627,3891,4563,5640,5675,5982,6157,5926,6945,6895,7161,6950,7235,7303,7278,7564,7320,7575,7595,6860,2205
Alabama,Dallas,84001047,US,USA,840,1047.0,US,32.32688101,-87.10866709999998,"Dallas, Alabama, US",37196,0,0,0,36,93,168,416,754,765,823,876,1103,2408,3639,4481,4487,4723,4687,4994,5121,5321,6124,6232,6545,6679,6354,7350,7289,7564,7320,7617,7755,7620,7900,7651,7936,7985,7224,2331
Alabama,DeKalb,84001049,US,USA,840,1049.0,US,34.45946862,-85.80782906,"DeKalb, Alabama, US",71513,0,0,0,29,75,134,224,422,534,791,1009,1553,2785,4553,5504,5465,5797,5673,5914,6202,6723,7960,8035,8500,8818,8421,9913,9783,10205,9925,10289,10351,10153,10576,10282,10664,10692,9660,3105
Alabama,Elmore,84001051,US,USA,840,1051.0,US,32.59785413,-86.14415284,"Elmore, Alabama, US",81209,0,0,0,15,166,316,772,1230,1367,1613,1825,2331,3120,4635,6052,6054,6390,6365,6691,7016,7387,8719,8761,9174,9345,8930,10419,10347,10757,10431,10891,10954,10733,11098,10740,11134,11188,10108,3251
Alabama,Escambia,84001053,US,USA,840,1053.0,US,31.1256789,-87.15918694,"Escambia, Alabama, US",36633,0,0,0,9,88,127,334,556,703,867,930,1014,1244,1701,2273,2231,2373,2387,2529,2629,3148,4000,4195,4549,4656,4313,5094,5086,5290,5152,5367,5422,5252,5487,5340,5518,5518,4991,1611
Alabama,Etowah,84001055,US,USA,840,1055.0,US,34.04567266,-86.04051873,"Etowah, Alabama, US",102268,0,0,0,182,317,366,462,1048,1317,1487,1828,2497,4771,8186,10357,10424,10992,10877,11390,11713,12733,15228,15427,16254,16514,15913,19391,19347,20179,19564,20271,20431,20098,21044,20494,21246,21350,19320,6228
Alabama,Fayette,84001057,US,USA,840,1057.0,US,33.72076938,-87.73886638,"Fayette, Alabama, US",16302,0,0,0,0,0,13,94,169,225,356,461,537,811,1407,1796,1809,1922,1868,1962,2016,2080,2423,2536,2653,2666,2505,2898,2880,2976,2889,3007,3007,2910,3007,2931,3038,3052,2772,900
Alabama,Franklin,84001059,US,USA,840,1059.0,US,34.44235334,-87.84289505,"Franklin, Alabama, US",31362,0,0,0,5,109,297,510,688,841,952,989,1084,1410,2022,2509,2459,2542,2465,2511,2603,2847,3235,3222,3376,3546,3509,4234,4127,4306,4177,4340,4340,4275,4543,4440,4606,4668,4256,1372
Alabama,Geneva,84001061,US,USA,840,1061.0,US,31.09389027,-85.83572839,"Geneva, Alabama, US",26271,0,0,0,0,0,0,0,49,107,204,237,455,1082,1774,2208,2245,2428,2437,2546,2681,3117,3876,3985,4241,4321,4127,4945,4894,5084,4929,5115,5115,5086,5282,5130,5301,5301,4788,1548
Alabama,Greene,84001063,US,USA,840,1063.0,US,32.85504247,-87.95684022,"Greene, Alabama, US",8111,0,0,0,3,102,158,284,386,437,482,516,599,693,863,1013,1020,1054,1020,1093,1193,1234,1363,1338,1395,1445,1336,1488,1440,1517,1501,1581,1581,1539,1612,1560,1623,1643,1505,486
Alabama,Hale,84001065,US,USA,840,1065.0,US,32.76039258,-87.63284988,"Hale, Alabama, US",14651,0,0,0,20,98,439,697,811,825,901,914,1014,1295,1689,2209,2239,2399,2340,2406,2459,2464,2696,2657,2778,2870,2703,3179,3167,3286,3180,3308,3376,3270,3379,3270,3390,3410,3080,990
Alabama,Henry,84001067,US,USA,840,1067.0,US,31.51148016,-85.24267944,"Henry, Alabama, US",17205,0,0,0,7,39,76,93,93,114,172,180,235,576,1081,1290,1313,1347,1298,1376,1396,1576,1986,1980,2046,2074,1908,2236,2250,2354,2282,2412,2418,2342,2449,2370,2449,2449,2212,711
Alabama,Houston,84001069,US,USA,840,1069.0,US,31.15197924,-85.29939599,"Houston, Alabama, US",105882,0,0,0,58,121,136,237,405,550,899,1105,1607,3897,6812,8280,8341,8750,8622,9020,9397,10437,12496,12619,13271,13640,12921,15162,15103,15686,15233,15826,15977,15662,16263,15780,16306,16369,14812,4779
Alabama,Jackson,84001071,US,USA,840,1071.0,US,34.78144169,-85.99750489,"Jackson, Alabama, US",51626,0,0,7,51,62,83,79,149,276,431,676,879,1324,2507,3250,3281,3462,3383,3592,3743,4158,5464,5792,6155,6362,6080,7187,7163,7471,7230,7527,7620,7467,7781,7532,7843,7864,7112,2297
Alabama,Jefferson,84001073,US,USA,840,1073.0,US,33.55554728,-86.89506300000002,"Jefferson, Alabama, US",658573,0,0,0,649,2278,3558,5543,8139,9748,11396,13580,18188,27914,35970,44203,44675,47385,46851,48967,50035,51500,58674,59755,62437,63263,60242,70623,70467,73554,71443,74187,74542,73108,76249,74352,77023,77329,70287,22808
Alabama,Lamar,84001075,US,USA,840,1075.0,US,33.77995024,-88.09668032,"Lamar, Alabama, US",13805,0,0,0,0,0,5,34,62,60,119,214,341,604,877,1023,1013,1107,1111,1178,1178,1186,1432,1556,1731,1857,1740,1942,1909,2012,1950,2015,2043,2056,2139,2070,2175,2236,2044,657
Alabama,Lauderdale,84001077,US,USA,840,1077.0,US,34.90171875,-87.65624729,"Lauderdale, Alabama, US",92729,0,0,5,83,62,99,231,599,889,1218,1501,1933,2868,5460,6688,6912,7516,7450,7828,7946,8054,9050,9109,9659,10079,9854,11769,11744,12294,11926,12429,12518,12177,12705,12330,12816,12925,11739,3780
Alabama,Lawrence,84001079,US,USA,840,1079.0,US,34.52041498,-87.31069453,"Lawrence, Alabama, US",32924,0,0,0,0,0,0,0,90,449,909,1052,1194,1551,2288,2809,2862,3056,3000,3122,3100,3093,3538,3751,4100,4312,4075,4750,4700,4944,4800,4972,5187,5088,5365,5235,5504,5598,5068,1629
Alabama,Lee,84001081,US,USA,840,1081.0,US,32.60154883,-85.35132246,"Lee, Alabama, US",164542,0,0,6,385,951,1049,1180,1421,1632,1989,1950,2231,2971,3900,5042,4985,5312,5248,5557,5813,6154,7395,7778,8257,8489,8270,10088,10075,10560,10255,10620,10741,10495,10929,10749,11232,11326,10311,3341
Alabama,Limestone,84001083,US,USA,840,1083.0,US,34.81185586,-86.98310072,"Limestone, Alabama, US",98915,0,0,0,0,0,0,147,417,553,818,1215,1573,2272,3474,4385,4431,4716,4703,4898,5134,5384,6106,6476,6959,7244,7098,8703,8751,9100,8853,9250,9269,9131,9512,9232,9615,9704,8806,2866
Alabama,Lowndes,84001085,US,USA,840,1085.0,US,32.1597283,-86.65158371,"Lowndes, Alabama, US",9726,0,0,0,9,233,426,702,744,777,849,870,958,1090,1237,1608,1590,1649,1616,1675,1705,1691,1921,2006,2108,2108,1948,2312,2279,2387,2310,2411,2470,2400,2480,2400,2480,2480,2240,720
Alabama,Macon,84001087,US,USA,840,1087.0,US,32.38759944,-85.69267724,"Macon, Alabama, US",18068,0,0,0,41,67,173,311,458,542,588,616,805,1089,1145,1416,1446,1546,1525,1612,1652,1655,1902,1912,2098,2143,2024,2490,2507,2624,2550,2659,2666,2656,2759,2678,2790,2790,2520,810
Alabama,Madison,84001089,US,USA,840,1089.0,US,34.76327133,-86.55069633,"Madison, Alabama, US",372909,0,0,5,92,124,159,418,1122,2036,2742,3728,5194,6246,11154,14835,14858,15710,15670,16410,16725,17539,21071,21723,23267,24349,23739,28568,28676,29998,29241,30484,30751,30134,31633,30946,32294,32594,29575,9533
Alabama,Marengo,84001091,US,USA,840,1091.0,US,32.24767634,-87.78796182,"Marengo, Alabama, US",18863,0,0,0,44,154,263,354,499,559,645,716,781,901,1322,1791,1841,2001,1958,2064,2088,2362,2764,2772,2883,2888,2785,3255,3240,3348,3240,3348,3369,3355,3522,3420,3559,3572,3248,1044
Alabama,Marion,84001093,US,USA,840,1093.0,US,34.13697363,-87.88704173,"Marion, Alabama, US",29709,0,0,0,119,269,351,526,810,834,909,991,1244,1652,2457,3027,3005,3134,3157,3287,3346,3439,3909,3853,4086,4144,3912,4615,4548,4712,4569,4743,4743,4620,4805,4680,4836,4864,4445,1433
Alabama,Marshall,84001095,US,USA,840,1095.0,US,34.36975964,-86.30486727,"Marshall, Alabama, US",96774,0,0,0,82,263,270,522,1149,1261,1471,1600,2151,3389,5318,6688,6586,6964,6881,7242,7456,7780,9156,9440,9915,10268,9893,11796,11707,12202,11850,12265,12353,12011,12512,12150,12573,12635,11424,3683
Alabama,Mobile,84001097,US,USA,840,1097.0,US,30.78472347,-88.20842409,"Mobile, Alabama, US",413210,0,0,5,708,2938,3846,4796,6957,8397,9610,10283,12948,17033,19019,23627,23948,25087,24840,26280,28976,34574,40804,41094,43028,43888,42512,49648,49221,51253,49814,51873,52520,51726,54018,52585,54516,54741,49798,16204
Alabama,Monroe,84001099,US,USA,840,1099.0,US,31.56729412,-87.36995001,"Monroe, Alabama, US",20733,0,0,0,24,50,60,84,166,220,285,314,330,501,925,1209,1199,1257,1230,1271,1297,1422,1905,1978,2046,2066,2041,2450,2400,2480,2400,2505,2511,2450,2609,2550,2678,2697,2436,792
Alabama,Montgomery,84001101,US,USA,840,1101.0,US,32.2206831,-86.20969272,"Montgomery, Alabama, US",226486,0,0,1,102,676,2067,3707,4722,5126,5998,6748,8071,9597,12706,16595,17061,18364,18319,19248,19579,19678,22335,23234,24431,24957,23482,28037,28181,29439,28649,29782,30167,29706,30883,29991,31025,31087,28147,9076
Alabama,Morgan,84001103,US,USA,840,1103.0,US,34.45500589,-86.85475946,"Morgan, Alabama, US",119679,0,0,0,0,20,54,257,610,744,1016,1293,2191,3738,6441,8003,8142,8691,8548,8935,9069,9474,11371,11976,12926,13482,13005,15371,15376,16033,15565,16103,16256,15905,16616,16124,16833,16997,15400,4952
Alabama,Out of AL,84080001,US,USA,840,80001.0,US,0.0,0.0,"Out of AL, Alabama, US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,Perry,84001105,US,USA,840,1105.0,US,32.64048341,-87.29770589,"Perry, Alabama, US",8923,0,0,0,0,0,0,69,127,167,186,180,263,531,703,837,786,806,781,867,868,983,1221,1200,1262,1255,1167,1343,1353,1448,1410,1457,1457,1428,1519,1470,1519,1519,1372,441
Alabama,Pickens,84001107,US,USA,840,1107.0,US,33.28094866,-88.08818103,"Pickens, Alabama, US",19930,0,0,0,9,91,174,223,299,383,508,541,732,933,1346,1760,1754,1897,1860,1922,1943,2035,2491,2585,2810,2850,2664,3082,3048,3171,3100,3255,3276,3309,3467,3376,3606,3735,3402,1098
Alabama,Pike,84001109,US,USA,840,1109.0,US,31.80396383,-85.9408295,"Pike, Alabama, US",33114,0,0,0,0,0,71,181,217,249,388,420,588,884,1780,2281,2266,2387,2337,2430,2501,2697,3234,3248,3411,3528,3380,4047,4008,4154,4020,4175,4244,4149,4335,4208,4371,4378,3976,1278
Alabama,Randolph,84001111,US,USA,840,1111.0,US,33.29526734,-85.45708831,"Randolph, Alabama, US",22722,0,0,0,89,197,244,297,331,354,440,579,843,1050,1078,1266,1230,1304,1310,1364,1549,1648,1912,1992,2077,2117,2009,2294,2220,2320,2250,2325,2325,2250,2370,2311,2418,2425,2212,711
Alabama,Russell,84001113,US,USA,840,1113.0,US,32.28725256,-85.18415324,"Russell, Alabama, US",57961,0,0,0,0,0,0,10,58,66,93,90,164,329,776,1070,1137,1192,1230,1303,1497,1589,1801,1899,2040,2117,2123,2601,2715,2901,2850,2973,2997,2910,3026,2940,3038,3094,2800,900
Alabama,Shelby,84001117,US,USA,840,1117.0,US,33.26879845,-86.66232561,"Shelby, Alabama, US",217702,0,0,2,193,544,625,813,1140,1349,1835,2208,2820,3695,5461,6987,7219,7742,7627,7910,8302,8740,10512,10932,11659,12024,11401,13401,13445,14010,13658,14218,14396,14072,14596,14174,14743,14805,13419,4331
Alabama,St. Clair,84001115,US,USA,840,1115.0,US,33.71902176,-86.31029372,"St. Clair, Alabama, US",89512,0,0,0,0,26,56,140,629,995,1261,1590,1966,3524,5656,7115,7054,7555,7494,7771,7871,8367,10389,10587,11230,11459,10773,12626,12416,12896,12489,12980,13156,12929,13454,13043,13549,13609,12292,3969
Alabama,Sumter,84001119,US,USA,840,1119.0,US,32.59117397,-88.19916205,"Sumter, Alabama, US",12427,0,0,0,13,142,314,414,577,570,651,644,712,805,831,977,960,992,960,993,1048,1058,1174,1207,1293,1306,1236,1498,1529,1594,1560,1612,1612,1585,1700,1650,1705,1705,1540,495
Alabama,Talladega,84001121,US,USA,840,1121.0,US,33.37823223,-86.16886178,"Talladega, Alabama, US",79978,0,0,0,28,70,161,247,458,727,1043,1293,2049,3161,4115,5158,5146,5489,5496,5768,5916,6354,8378,8842,9430,9722,9396,11281,11257,11676,11311,11741,11808,11524,12023,11699,12146,12187,11032,3559
Alabama,Tallapoosa,84001123,US,USA,840,1123.0,US,32.86698258,-85.79833053,"Tallapoosa, Alabama, US",40367,0,0,1,255,1517,2021,2243,2451,2496,2662,2657,2934,3293,3697,4445,4420,4714,4643,4839,4891,5079,6039,6041,6297,6442,6070,7084,6997,7254,7047,7402,7541,7419,7700,7478,7775,7781,7035,2277
Alabama,Tuscaloosa,84001125,US,USA,840,1125.0,US,33.28726072,-87.52556818,"Tuscaloosa, Alabama, US",209355,0,0,0,7,239,790,1619,2467,3149,4062,4456,6103,8105,10533,13285,13306,14085,13755,14409,14685,15313,18445,19010,20089,20765,19746,23169,23270,24379,23696,24601,24866,24401,25584,24895,25875,26213,23793,7672
Alabama,Unassigned,84090001,US,USA,840,90001.0,US,0.0,0.0,"Unassigned, Alabama, US",0,0,0,8,5,0,267,1031,2157,1844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,Walker,84001127,US,USA,840,1127.0,US,33.80270512,-87.30027177,"Walker, Alabama, US",63521,0,0,0,0,16,221,1276,2054,2353,2825,2965,3801,5292,6432,8271,8275,8619,8390,8835,9060,9353,11163,11311,11934,12146,11330,13266,13228,13836,13426,13972,14106,13787,14543,14210,14750,14777,13384,4313
Alabama,Washington,84001129,US,USA,840,1129.0,US,31.4092794,-88.20689944,"Washington, Alabama, US",16326,0,0,0,30,128,181,264,389,388,372,447,704,805,867,1156,1148,1209,1170,1209,1245,1352,1563,1560,1590,1611,1494,1790,1770,1829,1770,1829,1829,1779,1860,1800,1860,1881,1708,549
Alabama,Wilcox,84001131,US,USA,840,1131.0,US,31.98773215,-87.30891118,"Wilcox, Alabama, US",10373,0,0,0,13,161,231,262,308,330,358,444,578,644,662,797,801,920,901,961,974,1027,1182,1145,1178,1178,1144,1369,1380,1426,1380,1469,1488,1440,1488,1440,1488,1488,1344,432
Alabama,Winston,84001133,US,USA,840,1133.0,US,34.15030532,-87.37325922,"Winston, Alabama, US",23629,0,0,0,0,6,29,205,340,353,390,585,807,1140,1639,2155,2151,2253,2170,2236,2307,2563,3126,3194,3438,3522,3265,3859,3895,4062,3960,4123,4151,4091,4278,4140,4289,4337,3920,1262
Alaska,Aleutians East,84002013,US,USA,840,2013.0,US,55.32222414,-161.9722021,"Aleutians East, Alaska, US",3337,0,0,0,0,0,0,0,0,0,0,0,0,0,10,60,65,93,90,93,93,90,93,90,93,93,84,93,90,93,90,93,93,107,124,120,136,155,140,45
Alaska,Aleutians West,84002016,US,USA,840,2016.0,US,52.3233,-174.1596,"Aleutians West, Alaska, US",5634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,30,31,31,30,31,53,62,62,56,62,60,62,60,62,84,90,93,90,93,93,84,27
Alaska,Anchorage,84002020,US,USA,840,2020.0,US,61.14998174,-149.14269860000005,"Anchorage, Alaska, US",288000,0,0,4,102,124,161,253,490,830,1251,1773,3078,4084,4281,5056,5107,5500,5379,5691,6219,7098,9464,11321,12782,13711,13596,15875,15749,16771,16380,17059,17351,17069,17963,17724,18481,18578,16956,5508
Alaska,Bethel,84002050,US,USA,840,2050.0,US,60.90980451,-159.8561831,"Bethel, Alaska, US",18386,0,0,0,0,0,0,0,10,30,27,58,239,389,487,603,605,666,660,682,682,704,798,810,892,1057,1061,1249,1230,1271,1230,1290,1302,1294,1397,1396,1457,1457,1316,423
Alaska,Bristol Bay,84002060,US,USA,840,2060.0,US,58.74513976,-156.701064,"Bristol Bay, Alaska, US",836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,Bristol Bay plus Lake and Peninsula,84002164,US,USA,840,2164.0,US,58.62403337,-156.21405890000003,"Bristol Bay plus Lake and Peninsula, Alaska, US",1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31,31,28,31,30,31,30,31,31,30,31,30,31,31,28,9
Alaska,Chugach,84002063,US,USA,840,2063.0,US,61.16666,-149.9,"Chugach, Alaska, US",6751,0,0,0,0,0,0,0,0,0,31,90,93,93,84,93,90,93,90,93,93,90,164,233,263,279,252,279,288,331,330,341,363,360,372,360,384,403,364,117
Alaska,Copper River,84002066,US,USA,840,2066.0,US,60.3886,-162.8905196,"Copper River, Alaska, US",2699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,58,87,158,216,257,270,293,300,310,310,300,310,300,310,310,288,99
Alaska,Denali,84002068,US,USA,840,2068.0,US,63.67264044,-150.0076108,"Denali, Alaska, US",2097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31,30,31,31,28,31,30,31,30,31,31,47,62,60,62,62,56,18
Alaska,Dillingham,84002070,US,USA,840,2070.0,US,59.79603738,-158.23819419999995,"Dillingham, Alaska, US",4916,0,0,0,0,0,0,0,0,0,0,7,31,31,28,31,46,62,60,62,63,121,159,214,293,323,308,341,330,355,360,372,372,360,372,376,403,403,364,117
Alaska,Fairbanks North Star,84002090,US,USA,840,2090.0,US,64.80726247,-146.5692662,"Fairbanks North Star,Alaska,US",96849,0,0,0,24,62,60,83,195,279,380,500,570,706,728,937,1029,1264,1310,1364,1429,1615,2326,3050,3470,3722,3516,4132,4110,4382,4260,4497,4617,4581,4942,4846,5070,5178,4776,1548
Alaska,Haines,84002100,US,USA,840,2100.0,US,59.09893571,-135.4679843,"Haines, Alaska, US",2530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,31,31,28,31,30,31,30,31,31,30,31,30,31,31,28,9
Alaska,Hoonah-Angoon,84002105,US,USA,840,2105.0,US,58.29307365,-135.64244240000002,"Hoonah-Angoon, Alaska, US",2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,Juneau,84002110,US,USA,840,2110.0,US,58.45031811,-134.200436,"Juneau, Alaska, US",31974,0,0,0,0,0,10,61,31,30,78,115,155,155,140,155,150,155,150,155,155,188,308,397,449,504,530,629,630,651,630,670,704,707,804,826,880,899,812,261
Alaska,Kenai Peninsula,84002122,US,USA,840,2122.0,US,60.24429722,-151.53888840000005,"Kenai Peninsula,Alaska,US",58708,0,0,0,0,57,60,62,62,66,98,176,435,609,615,682,660,682,660,686,766,999,1575,1941,2307,2634,2663,3169,3168,3321,3240,3386,3432,3432,3693,3694,3887,3938,3640,1170
